v403,v519/102
v359,v10/55
v82,v325/367
v128,v213/103
v381,v317/457
v423,v563/237
v126,v387/114
v138,v303/31
v29,v214/401
v160,v247/86
v419,v316/4
v258,v422/477
v507,v162/478
v576,v36/367
v110,v533/34
v164,v84/357
v576,v226/363
v592,v573/403
v458,v336/425
v6,v310/190
v419,v543/337
v508,v529/59
v402,v606/207
v251,v13/128
v594,v526/91
v36,v218/179
v4,v317/237
v536,v470/130
v315,v476/324
v140,v234/127
v31,v133/359
v206,v506/66
v359,v261/393
v255,v62/237
v8,v223/82
v401,v465/439
v126,v332/347
v167,v493/42
v25,v525/459
v540,v35/60
v252,v328/162
v486,v191/144
v8,v480/353
v496,v177/396
v279,v304/176
v125,v350/231
v527,v156/254
v222,v540/303
v228,v621/398
v6,v179/30
v436,v542/233
v238,v334/321
v471,v17/263
v475,v56/310
v308,v477/81
v334,v562/483
v390,v330/256
v153,v601/352
v490,v146/483
v605,v285/480
v362,v609/389
v261,v150/470
v100,v75/470
v417,v93/133
v383,v268/106
v426,v493/96
v275,v621/166
v406,v575/262
v177,v208/116
v57,v623/1
v27,v453/149
v81,v369/244
v362,v1/268
v545,v409/317
v72,v149/17
v544,v55/75
v587,v296/31
v308,v344/126
v303,v473/63
v46,v185/436
v544,v106/214
v602,v126/456
v474,v459/10
v117,v49/312
v411,v439/313
v606,v125/277
v559,v279/45
v204,v128/441
v559,v581/43
v461,v484/288
v180,v146/193
v526,v567/161
v106,v158/154
v611,v20/252
v329,v55/40
v11,v165/156
v175,v399/450
v264,v341/37
v139,v196/243
v328,v599/364
v100,v378/66
v140,v429/145
v80,v501/269
v623,v289/305
v146,v36/413
v216,v567/62
v106,v186/210
v356,v383/285
v335,v319/26
v173,v69/397
v78,v388/31
v528,v484/239
v399,v363/169
v89,v35/215
v209,v487/433
v173,v434/342
v246,v614/337
v373,v592/389
v463,v371/471
v5,v209/276
v258,v348/466
v556,v575/217
v6,v158/251
v516,v39/373
v155,v561/132
v194,v483/281
v81,v519/275
v68,v9/310
v356,v517/42
v145,v399/287
v284,v231/123
v98,v426/39
v43,v219/88
v386,v284/348
v547,v415/481
v368,v80/314
v449,v540/98
v269,v565/415
v195,v416/434
v202,v422/185
v248,v118/295
v342,v573/155
v487,v408/434
v191,v560/60
v11,v285/229
v300,v405/255
v400,v316/246
v476,v335/240
v279,v557/465
v86,v38/240
v194,v283/438
v31,v212/232
v466,v183/431
v136,v480/480
v84,v491/388
v147,v306/247
v483,v500/248
v54,v23/207
v21,v114/349
v410,v279/354
v46,v105/59
v354,v40/362
v284,v582/119
v190,v592/475
v566,v524/444
v415,v56/493
v379,v399/429
v50,v107/493
v58,v537/7
v380,v394/475
v175,v50/372
v295,v424/121
v337,v307/255
v233,v28/3
v480,v441/474
v60,v248/279
v220,v600/219
v197,v118/245
v184,v369/290
v64,v244/61
v251,v337/203
v290,v353/143
v230,v205/65
v324,v368/241
v433,v396/196
v504,v583/309
v514,v579/261
v572,v561/452
v295,v101/210
v114,v95/388
v169,v365/417
v357,v143/74
v257,v390/372
v379,v460/84
v622,v258/312
v162,v9/221
v572,v9/338
v436,v270/409
v431,v485/239
v322,v529/232
v333,v17/461
v129,v27/125
v306,v523/69
v309,v78/37
v2,v505/401
v229,v180/325
v320,v155/430
v539,v123/198
v30,v424/313
v392,v448/318
v179,v18/135
v450,v489/26
v217,v243/136
v109,v474/40
v406,v77/232
v532,v332/388
v274,v236/381
v49,v145/128
v467,v226/254
v9,v177/249
v10,v304/229
v580,v100/170
v319,v433/326
v285,v43/9
v419,v216/216
v296,v171/317
v60,v381/447
v41,v505/195
v244,v125/189
v189,v499/371
v86,v585/203
v28,v112/42
v537,v521/47
v70,v369/132
v615,v94/364
v98,v39/58
v111,v500/55
v581,v386/265
v453,v199/363
v417,v44/371
v206,v371/57
v40,v509/381
v292,v369/284
v476,v554/171
v341,v235/113
v553,v511/111
v28,v162/176
v408,v139/474
v586,v196/147
v155,v532/128
v243,v175/52
v359,v347/399
v399,v547/456
v25,v461/154
v176,v66/133
v436,v586/186
v417,v340/295
v193,v475/229
v419,v453/345
v240,v420/86
v530,v181/379
v48,v54/363
v101,v476/264
v413,v598/330
v79,v577/99
v572,v482/474
v510,v132/38
v434,v182/79
v355,v585/352
v293,v416/355
v584,v467/338
v317,v242/204
v165,v306/485
v597,v41/62
v468,v200/31
v462,v148/294
v310,v27/310
v600,v500/474
v34,v9/35
v586,v402/223
v148,v286/462
v44,v41/234
v593,v447/290
v264,v147/9
v345,v260/248
v134,v600/364
v85,v77/212
v251,v3/344
v132,v401/88
v513,v296/205
v478,v488/370
v476,v90/136
v17,v220/123
v89,v230/23
v502,v416/404
v490,v168/252
v479,v518/172
v540,v607/363
v514,v131/100
v187,v296/351
v349,v598/370
v498,v110/327
v104,v125/300
v469,v592/336
v517,v483/428
v546,v105/340
v27,v278/190
v403,v570/230
v273,v437/237
v370,v13/429
v85,v417/134
v577,v222/354
v349,v392/154
v541,v417/84
v328,v42/472
v85,v37/67
v394,v382/289
v393,v553/234
v91,v504/24
v248,v575/111
v198,v454/171
v568,v170/150
v466,v409/78
v553,v465/209
v54,v258/344
v568,v447/161
v349,v170/77
v90,v331/61
v514,v605/341
v48,v114/476
v79,v135/241
v519,v535/497
v156,v298/214
v338,v231/53
v325,v207/258
v548,v119/160
v299,v403/213
v612,v227/112
v180,v431/491
v316,v317/372
v476,v332/288
v109,v166/137
v368,v520/19
v0,v302/359
v470,v364/71
v259,v514/164
v438,v598/216
v451,v573/21
v513,v579/454
v472,v292/170
v597,v372/47
v199,v456/205
v603,v137/178
v79,v336/27
v356,v497/163
v28,v496/434
v582,v362/279
v231,v195/58
v53,v47/491
v76,v30/41
v183,v133/327
v548,v624/295
v199,v132/395
v386,v623/71
v517,v43/2
v568,v491/54
v198,v28/248
v278,v556/161
v243,v225/184
v150,v277/79
v32,v465/214
v476,v490/191
v188,v30/17
v515,v509/194
v482,v352/245
v14,v422/470
v249,v488/8
v181,v499/304
v362,v8/404
v145,v273/347
v408,v390/486
v541,v475/70
v187,v583/274
v64,v505/4
v354,v385/236
v259,v335/495
v416,v36/99
v50,v318/217
v458,v383/397
v549,v356/229
v351,v118/17
v581,v179/420
v201,v547/359
v252,v597/348
v173,v114/180
v222,v10/244
v158,v116/139
v343,v591/157
v413,v160/63
v592,v54/311
v160,v426/417
v4,v98/226
v553,v168/371
v507,v405/476
v343,v213/497
v306,v5/239
v484,v94/292
v521,v562/12
v292,v197/155
v401,v457/300
v236,v553/91
v38,v359/357
v383,v138/70
v542,v136/29
v616,v553/466
v187,v580/162
v161,v395/255
v462,v493/164
v178,v488/230
v154,v542/92
v367,v105/109
v21,v342/470
v201,v355/492
v309,v143/178
v97,v305/455
v339,v209/475
v217,v399/158
v549,v358/285
v520,v309/380
v179,v372/359
v603,v224/287
v561,v302/322
v198,v310/309
v360,v304/131
v242,v173/347
v267,v96/254
v452,v296/424
v568,v398/223
v583,v36/233
v109,v145/424
v585,v564/135
v78,v325/2
v375,v109/43
v319,v449/235
v207,v129/31
v583,v599/197
v593,v101/497
v179,v107/109
v56,v518/21
v415,v382/249
v91,v478/475
v35,v320/192
v186,v269/466
v70,v277/119
v283,v517/414
v47,v204/131
v19,v194/90
v434,v140/473
v205,v612/398
v449,v354/293
v500,v449/200
v599,v400/140
v194,v351/213
v576,v469/209
v611,v3/430
v201,v439/237
v74,v187/325
v553,v192/25
v233,v46/91
v318,v380/193
v288,v100/476
v576,v462/37
v371,v177/351
v615,v347/132
v283,v584/419
v420,v513/314
v528,v21/395
v434,v148/58
v598,v488/427
v40,v1/388
v267,v254/496
v468,v174/288
v147,v177/157
v347,v504/422
v342,v472/496
v583,v204/134
v326,v513/42
v595,v152/359
v355,v175/407
v44,v172/135
v406,v179/316
v282,v475/323
v190,v314/334
v160,v503/376
v38,v62/14
v582,v154/49
v482,v320/374
v483,v67/172
v533,v384/74
v496,v287/303
v392,v452/330
v517,v601/260
v445,v155/213
v547,v255/442
v600,v81/313
v560,v528/262
v247,v273/245
v483,v156/94
v27,v273/381
v86,v611/402
v304,v537/498
v468,v341/137
v486,v555/251
v45,v205/278
v51,v69/472
v326,v417/66
v439,v498/426
v57,v36/350
v611,v192/272
v208,v162/382
v449,v618/345
v9,v552/98
v595,v322/240
v116,v15/37
v607,v351/329
v8,v534/387
v61,v572/309
v360,v337/445
v603,v591/482
v302,v373/317
v95,v432/482
v413,v174/26
v623,v154/115
v459,v324/172
v233,v171/417
v29,v541/381
v441,v167/130
v529,v410/410
v603,v466/491
v414,v425/319
v455,v506/121
v449,v60/185
v194,v58/444
v327,v89/258
v281,v539/318
v36,v530/336
v276,v326/496
v465,v269/109
v369,v334/387
v58,v566/373
v156,v381/493
v3,v275/62
v322,v541/96
v282,v157/233
v9,v57/6
v150,v363/323
v622,v352/160
v7,v554/285
v434,v16/40
v350,v407/269
v440,v358/123
v223,v360/489
v301,v303/368
v464,v5/134
v553,v375/258
v371,v354/464
v405,v362/99
v391,v169/75
v343,v15/421
v456,v37/113
v289,v212/123
v95,v177/267
v253,v410/453
v230,v586/395
v622,v183/287
v79,v197/406
v144,v563/411
v555,v422/309
v458,v352/432
v5,v470/35
v250,v226/294
v311,v127/26
v347,v59/243
v412,v415/458
v461,v397/197
v243,v147/397
v92,v323/343
v335,v617/273
v618,v404/8
v613,v343/406
v555,v245/471
v228,v557/125
v518,v407/464
v610,v144/408
v430,v435/362
v501,v548/77
v215,v464/63
v450,v534/22
v540,v552/473
v337,v85/52
v313,v91/313
v592,v161/314
v437,v517/384
v210,v533/147
v129,v459/212
v377,v477/265
v249,v260/142
v339,v275/319
v582,v200/137
v57,v101/175
v150,v259/88
v599,v570/498
v197,v110/57
v141,v319/9
v430,v348/448
v137,v449/403
v517,v124/210
v80,v348/472
v239,v290/261
v591,v196/492
v9,v492/476
v170,v603/274
v398,v247/47
v147,v111/292
v159,v441/22
v184,v134/94
v392,v281/96
v289,v19/421
v21,v96/415
v168,v255/78
v244,v583/363
v232,v247/492
v413,v190/332
v476,v317/181
v301,v409/404
v28,v506/382
v564,v165/395
v547,v339/362
v210,v613/483
v310,v425/293
v299,v588/193
v55,v8/174
v321,v396/338
v206,v207/101
v107,v549/208
v252,v510/491
v623,v82/268
v412,v47/213
v409,v342/86
v415,v121/474
v430,v82/28
v585,v122/345
v114,v107/21
v90,v461/392
v591,v590/433
v549,v345/471
v420,v418/34
v143,v467/335
v548,v141/203
v569,v142/394
v524,v582/48
v73,v452/178
v383,v269/324
v363,v303/407
v585,v591/205
v34,v347/467
v398,v119/380
v430,v229/115
v409,v568/158
v152,v118/199
v529,v101/426
v191,v510/436
v251,v583/196
v443,v493/170
v485,v454/193
v320,v597/413
v189,v247/329
v147,v602/114
v490,v385/230
v26,v182/85
v361,v589/174
v130,v231/210
v36,v505/44
v133,v226/103
v310,v172/57
v504,v532/155
v139,v211/177
v17,v512/334
v568,v550/425
v389,v618/9
v326,v232/200
v328,v406/340
v135,v443/303
v605,v259/376
v179,v318/274
v552,v101/245
v114,v341/391
v609,v614/456
v139,v426/490
v266,v50/489
v346,v582/44
v249,v98/152
v572,v194/343
v2,v417/444
v10,v589/203
v344,v556/187
v14,v558/109
v579,v422/386
v343,v335/458
v331,v539/439
v584,v144/26
v358,v193/157
v122,v84/119
v362,v48/319
v513,v283/199
v511,v460/337
v134,v80/232
v297,v226/81
v551,v455/449
v96,v528/304
v175,v111/365
v544,v538/5
v582,v48/252
v34,v444/293
v312,v557/67
v233,v594/26
v551,v346/353
v602,v120/437
v19,v35/476
v583,v317/266
v92,v319/376
v619,v413/416
v128,v395/306
v437,v451/8
v404,v202/283
v169,v345/92
v347,v295/225
v101,v63/215
v252,v362/85
v164,v567/430
v618,v268/456
v145,v98/89
v246,v217/156
v498,v442/421
v433,v200/210
v14,v362/43
v9,v323/292
v510,v409/126
v414,v617/399
v561,v86/259
v605,v227/321
v116,v215/410
v387,v159/451
v98,v251/196
v276,v603/424
v576,v245/123
v477,v570/486
v351,v341/260
v107,v233/318
v140,v131/352
v290,v474/357
v464,v420/4
v267,v274/128
v279,v86/404
v48,v236/210
v536,v29/58
v329,v357/202
v9,v146/165
v233,v400/392
v148,v177/464
v497,v359/360
v336,v620/11
v4,v450/471
v49,v497/254
v439,v130/160
v395,v223/4
v326,v487/323
v410,v500/472
v269,v282/311
v618,v462/254
v8,v494/428
v591,v608/229
v256,v412/365
v592,v98/358
v46,v556/291
v484,v571/318
v129,v113/279
v60,v188/447
v526,v213/37
v218,v571/347
v569,v595/386
v23,v527/304
v310,v493/316
v61,v157/125
v145,v583/44
v387,v77/7
v511,v408/281
v520,v179/192
v80,v344/27
v313,v87/466
v564,v287/284
v343,v581/229
v582,v98/3
v358,v150/77
v21,v241/156
v242,v404/10
v102,v406/484
v482,v232/244
v329,v263/103
v278,v406/351
v141,v153/377
v97,v85/132
v572,v607/33
v312,v524/398
v240,v418/144
v169,v550/42
v32,v355/365
v565,v590/452
v333,v621/258
v323,v618/120
v302,v257/127
v416,v592/162
v298,v151/486
v614,v251/101
v17,v324/314
v319,v601/89
v593,v400/415
v312,v304/16
v339,v433/190
v524,v311/481
v82,v115/414
v97,v399/402
v473,v536/218
v226,v77/356
v63,v153/457
v586,v250/285
v486,v539/387
v120,v234/279
v500,v164/118
v312,v531/333
v405,v619/220
v418,v331/186
v424,v303/16
v278,v521/499
v255,v124/383
v368,v307/361
v409,v177/448
v334,v19/64
v363,v346/224
v149,v38/274
v545,v203/110
v221,v463/92
v213,v85/104
v150,v458/181
v96,v334/81
v434,v532/458
v99,v323/401
v209,v26/145
v12,v356/395
v598,v80/333
v375,v92/211
v585,v165/440
v539,v522/272
v508,v590/277
v232,v443/376
v71,v146/153
v135,v615/285
v278,v620/124
v40,v446/21
v335,v394/168
v59,v438/2
v35,v186/170
v583,v219/257
v533,v49/296
v433,v282/389
v294,v132/202
v527,v138/184
v105,v415/409
v57,v18/133
v209,v234/172
v188,v269/172
v463,v504/24
v561,v119/222
v583,v56/127
v587,v332/380
v37,v541/399
v181,v141/147
v196,v286/471
v108,v394/11
v594,v494/93
v550,v305/352
v96,v372/433
v536,v288/100
v122,v513/427
v196,v470/371
v614,v419/319
v96,v367/385
v537,v181/273
v74,v398/445
v170,v136/189
v124,v511/428
v141,v100/132
v167,v541/215
v297,v479/72
v121,v214/423
v505,v406/297
v574,v100/428
v191,v591/473
v330,v303/113
v463,v332/75
v18,v182/79
v329,v401/204
v448,v474/22
v580,v133/479
v42,v110/260
v54,v527/168
v551,v300/83
v257,v182/390
v394,v436/285
v50,v62/126
v353,v74/372
v237,v462/338
v227,v576/188
v370,v525/196
v167,v594/190
v129,v143/245
v450,v609/182
v417,v594/321
v298,v367/319
v152,v346/209
v32,v378/151
v190,v516/52
v573,v193/447
v303,v453/69
v481,v262/321
v235,v537/234
v419,v372/56
v73,v501/162
v90,v470/487
v542,v562/433
v248,v334/237
v377,v63/459
v58,v521/380
v447,v81/400
v438,v58/159
v307,v224/260
v600,v321/397
v375,v128/441
v314,v219/345
v370,v176/166
v252,v171/438
v300,v458/259
v367,v31/77
v337,v274/250
v117,v250/380
v231,v336/32
v283,v229/76
v167,v462/296
v428,v82/444
v323,v166/6
v595,v357/339
v564,v571/328
v457,v554/423
v384,v521/54
v191,v580/388
v441,v216/284
v30,v148/15
v474,v299/31
v96,v178/236
v262,v461/114
v231,v407/254
v221,v317/344
v572,v16/490
v551,v226/266
v444,v409/445
v307,v302/166
v416,v496/53
v606,v529/488
v510,v616/361
v487,v419/123
v534,v141/267
v11,v314/141
v566,v80/367
v25,v463/272
v609,v578/222
v314,v570/34
v192,v542/115
v154,v447/150
v133,v355/48
v63,v481/242
v590,v72/3
v515,v343/211
v523,v532/392
v343,v622/359
v296,v17/33
v295,v137/175
v81,v33/85
v31,v445/105
v73,v362/435
v0,v618/67
v361,v255/78
v172,v105/186
v171,v394/480
v322,v4/374
v381,v142/429
v368,v616/291
v116,v537/393
v480,v19/381
v360,v484/447
v320,v0/169
v368,v29/107
v229,v598/102
v547,v535/497
v384,v43/373
v190,v587/57
v398,v191/372
v11,v552/102
v580,v403/449
v552,v37/97
v139,v99/122
v583,v229/494
v279,v148/255
v242,v511/76
v70,v499/354
v491,v70/349
v247,v285/165
v257,v525/426
v534,v525/212
v473,v122/296
v492,v579/189
v395,v63/140
v355,v268/44
v401,v542/343
v485,v309/268
v205,v82/205
v353,v267/112
v228,v345/203
v174,v526/116
v111,v493/201
v31,v466/445
v331,v353/35
v492,v486/154
v70,v488/269
v449,v465/452
v535,v91/393
v573,v553/150
v114,v437/465
v243,v305/27
v155,v566/147
v330,v44/300
v563,v265/441
v171,v602/21
v566,v506/344
v531,v434/392
v153,v349/493
v110,v109/447
v572,v228/94
v424,v567/288
v305,v424/113
v494,v616/175
v584,v512/34
v554,v414/298
v368,v350/31
v47,v569/37
v237,v153/345
v21,v180/318
v238,v160/281
v217,v299/268
v527,v232/161
v141,v144/252
v130,v469/330
v328,v70/313
v263,v576/114
v575,v424/286
v592,v368/266
v17,v502/266
v277,v356/182
v327,v564/86
v290,v426/62
v304,v359/144
v377,v474/354
v601,v107/67
v551,v174/370
v152,v7/229
v566,v565/17
v163,v620/404
v219,v48/127
v563,v275/201
v465,v529/326
v378,v393/495
v19,v203/390
v176,v36/19
v334,v207/21
v363,v36/56
v394,v297/316
v232,v84/228
v527,v291/104
v326,v60/67
v442,v67/298
v557,v504/258
v135,v408/107
v209,v463/470
v374,v181/390
v156,v153/131
v139,v68/88
v262,v109/217
v272,v551/21
v596,v247/409
v459,v17/107
v257,v545/57
v350,v108/342
v593,v540/109
v486,v251/242
v400,v323/215
v257,v516/453
v320,v541/494
v457,v190/201
v188,v604/55
v138,v607/412
v187,v67/265
v549,v552/210
v253,v600/26
v623,v304/124
v267,v372/408
v616,v46/421
v10,v468/256
v523,v358/112
v117,v416/449
v190,v25/115
v26,v253/285
v199,v200/168
v541,v222/265
v288,v9/18
v192,v377/69
v134,v97/230
v581,v411/34
v224,v119/386
v13,v217/381
v408,v488/379
v380,v422/238
v519,v242/275
v184,v300/101
v474,v233/469
v355,v497/36
v210,v621/329
v52,v156/205
v113,v594/252
v591,v299/472
v398,v52/134
v420,v137/131
v596,v578/294
v154,v376/143
v608,v242/400
v522,v294/200
v540,v62/479
v513,v550/107
v189,v303/492
v185,v564/222
v366,v444/288
v188,v76/243
v431,v464/135
v103,v451/219
v578,v533/113
v329,v540/461
v138,v15/454
v399,v178/230
v482,v412/246
v562,v419/67
v325,v239/358
v525,v95/5
v344,v519/168
v254,v563/21
v618,v207/23
v96,v326/32
v154,v217/155
v127,v224/109
v478,v244/265
v293,v440/137
v121,v314/193
v501,v450/253
v430,v581/215
v287,v515/27
v559,v492/229
v9,v466/179
v468,v198/124
v461,v603/222
v561,v164/113
v173,v175/94
v484,v141/334
v619,v392/244
v56,v559/96
v561,v117/170
v619,v223/77
v253,v262/249
v214,v151/173
v156,v291/421
v202,v310/375
v529,v531/263
v163,v160/150
v109,v425/142
v209,v320/336
v29,v400/327
v441,v106/491
v577,v203/144
v169,v379/93
v606,v538/344
v443,v125/413
v101,v576/137
v365,v112/273
v130,v221/328
v449,v380/191
v306,v191/207
v7,v500/64
v568,v150/237
v442,v530/251
v5,v270/60
v13,v411/499
v338,v270/221
v256,v508/103
v610,v522/250
v4,v19/149
v562,v92/149
v9,v263/31
v122,v251/121
v597,v51/179
v40,v270/199
v568,v135/153
v124,v278/6
v37,v120/392
v527,v410/188
v515,v293/202
v475,v391/86
v545,v571/352
v472,v103/179
v440,v269/343
v285,v76/106
v575,v103/187
v316,v187/212
v561,v429/120
v610,v506/148
v389,v59/473
v181,v168/437
v271,v64/49
v201,v445/400
v619,v539/270
v391,v377/7
v61,v567/18
v187,v520/378
v439,v244/109
v216,v364/310
v399,v281/264
v22,v478/143
v305,v416/346
v73,v271/306
v121,v160/360
v128,v489/229
v301,v223/127
v46,v419/21
v245,v243/188
v343,v544/444
v228,v440/179
v547,v360/125
v98,v226/248
v519,v190/164
v196,v248/113
v604,v268/187
v381,v544/474
v198,v421/224
v5,v57/258
v171,v372/459
v249,v161/210
v92,v81/22
v214,v406/220
v89,v283/134
v326,v221/150
v494,v177/265
v112,v524/446
v270,v391/405
v201,v493/220
v134,v139/167
v103,v63/481
v85,v448/411
v215,v285/421
v132,v329/154
v17,v217/406
v144,v415/57
v171,v585/410
v118,v149/56
v532,v330/76
v135,v52/146
v381,v454/36
v563,v12/323
v419,v392/396
v74,v599/423
v617,v77/252
v217,v97/179
v56,v437/274
v11,v507/470
v472,v351/384
v212,v498/99
v132,v360/95
v161,v565/491
v259,v253/496
v111,v274/80
v511,v309/193
v245,v188/315
v190,v265/421
v343,v17/32
v119,v259/258
v334,v163/116
v556,v172/321
v111,v588/91
v507,v159/395
v96,v455/207
v561,v604/396
v334,v35/482
v431,v563/34
v365,v492/165
v605,v539/297
v221,v216/29
v99,v583/273
v452,v396/16
v373,v28/330
v206,v138/317
v530,v543/70
v18,v557/300
v52,v89/228
v353,v608/387
v584,v203/165
v254,v32/101
v624,v486/123
v151,v382/235
v524,v518/445
v448,v504/387
v552,v410/484
v250,v479/157
v349,v205/154
v172,v495/338
v605,v385/172
v99,v4/215
v583,v395/145
v563,v151/373
v52,v444/185
v498,v562/246
v2,v225/408
v539,v200/5
v180,v272/15
v579,v261/147
v545,v75/178
v411,v549/493
v50,v103/51
v23,v239/316
v502,v422/466
v610,v519/246
v267,v515/318
v543,v77/254
v622,v130/115
v298,v92/124
v499,v361/239
v565,v75/432
v82,v275/422
v274,v29/98
v368,v4/86
v255,v1/71
v153,v206/207
v378,v439/380
v96,v126/108
v366,v398/427
v0,v273/374
v188,v97/283
v299,v430/327
v106,v108/468
v126,v375/42
v324,v602/431
v304,v225/192
v234,v612/349
v622,v436/413
v59,v319/109
v58,v75/460
v126,v330/133
v58,v147/17
v90,v271/62
v283,v378/152
v596,v101/367
v538,v479/382
v394,v38/137
v189,v170/395
v25,v445/300
v226,v543/129
v446,v289/70
v606,v96/494
v508,v580/433
v436,v73/221
v151,v174/85
v442,v549/482
v286,v89/139
v465,v22/211
v227,v177/334
v319,v301/268
v221,v434/361
v361,v247/392
v18,v327/304
v294,v416/242
v295,v483/117
v322,v182/380
v477,v25/154
v334,v335/388
v586,v619/14
v280,v413/39
v219,v520/216
v551,v278/211
v505,v159/482
v495,v465/144
v203,v587/407
v534,v77/485
v153,v41/338
v443,v289/402
v287,v372/316
v253,v25/487
v473,v291/233
v552,v114/452
v19,v36/395
v224,v615/406
v331,v319/469
v462,v274/437
v235,v170/471
v161,v90/328
v127,v507/144
v379,v522/334
v457,v350/117
v532,v1/252
v477,v197/472
v405,v447/286
v517,v192/57
v210,v307/453
v585,v513/466
v381,v547/168
v135,v103/163
v267,v172/337
v379,v612/364
v135,v310/350
v229,v413/103
v498,v597/326
v346,v267/358
v64,v390/78
v186,v121/396
v559,v445/382
v21,v265/488
v466,v234/185
v200,v473/301
v370,v159/163
v152,v306/369
v471,v124/276
v439,v27/355
v100,v388/369
v378,v244/213
v170,v92/466
v77,v437/484
v243,v359/460
v335,v584/432
v370,v209/412
v541,v58/227
v110,v224/282
v537,v530/193
v575,v268/4
v336,v565/353
v310,v461/207
v132,v302/466
v151,v142/255
v471,v377/191
v556,v210/349
v29,v508/145
v563,v308/435
v108,v17/422
v559,v28/202
v218,v406/433
v89,v455/476
v608,v233/69
v34,v325/93
v63,v130/210
v560,v390/176
v478,v413/129
v575,v395/375
v614,v91/361
v183,v19/397
v218,v35/231
v424,v124/273
v286,v386/261
v155,v525/333
v229,v38/405
v245,v559/105
v524,v459/408
v332,v286/299
v576,v64/135
v311,v409/147
v604,v442/488
v369,v63/120
v213,v330/268
v488,v160/490
v28,v383/466
v563,v433/284
v363,v570/398
v623,v29/110
v616,v196/280
v256,v131/92
v191,v417/413
v155,v133/155
v280,v157/285
v479,v212/40
v534,v498/150
v160,v156/46
v54,v394/498
v486,v231/295
v203,v557/136
v30,v444/242
v400,v324/496
v144,v400/195
v480,v224/306
v210,v426/58
v154,v115/461
v488,v97/180
v18,v514/361
v602,v384/327
v2,v198/331
v574,v96/127
v343,v352/406
v255,v500/309
v282,v228/435
v576,v165/322
v511,v287/190
v88,v468/245
v370,v320/162
v92,v295/425
v155,v313/346
v420,v48/398
v599,v165/433
v498,v367/354
v31,v86/218
v303,v360/354
v27,v444/261
v541,v338/45
v146,v178/9
v75,v421/471
v205,v370/238
v462,v573/469
v449,v283/93
v421,v160/239
v282,v107/380
v532,v569/277
v452,v461/134
v624,v352/391
v477,v14/128
v34,v358/346
v545,v235/166
v398,v617/334
v226,v42/3
v199,v123/68
v540,v494/47
v116,v351/152
v294,v487/13
v302,v332/279
v388,v19/385
v447,v546/377
v83,v585/378
v67,v107/396
v247,v329/222
v245,v161/260
v460,v346/484
v430,v579/122
v593,v505/250
v240,v230/61
v274,v318/39
v355,v25/243
v27,v388/492
v145,v328/163
v330,v147/409
v535,v84/296
v128,v592/221
v281,v46/105
v206,v236/439
v575,v501/173
v58,v79/52
v6,v432/356
v207,v60/225
v84,v542/220
v258,v536/70
v317,v42/225
v149,v584/236
v195,v260/333
v286,v114/214
v305,v594/299
v136,v596/385
v148,v551/121
v10,v64/252
v285,v357/205
v71,v5/103
v194,v262/176
v514,v267/185
v535,v74/239
v332,v6/319
